obs,aluminum,barley,beef,coal,cocoa,coffee,rapeseed_oil,copper,cotton,hides,lamb,lead,soft_logs,hard_logs,maize,nickel,oil_brent,oil_DF,oil_WTI,olive_oil,swine,poultry,rice,rubber,fish,hard_sawnwood,soft_sawnwood,shrimp,sunflower_oil,tea,tin,uranium,wheat,wool,zinc,gold,silver,platinum,cpi
1981M03,164.136291594884,233.074186030282,245.462165302539,367.877649672192,440.171442119855,220.427128002588,263.278169759956,188.260250368025,369.493403050776,106.209002127015,185.881810811096,294.607764639051,75.0451538189347,105.673118369229,292.154088455441,144.599434434122,290.565148588583,303.771689613331,266.562915378062,109.313760157802,283.913183900108,118.165884275102,389.887589210388,374.747975086525,364.638709526893,78.540754579172,73.4174004633656,144.375382448327,254.758705787368,185.819505663142,439.304344951085,500.21864252538,357.718034596706,347.525568272478,122.601016196387,335.737808777755,453.915443000082,212.69415779856,88.6
1981M04,154.876933890636,214.550843003115,247.316195464344,370.983665785791,436.424303120693,223.141260399503,268.045336731764,187.885377138859,355.121855026984,114.331045600136,201.759408323612,305.382615440646,71.8392173536309,100.661387121123,295.342932019891,144.122230398213,280.194980023159,291.410655301941,264.997297168124,106.476367472294,339.972414959336,114.654125030614,395.376888979583,339.075733924001,356.995246754075,76.9145013239661,70.2814822295043,147.792305551163,254.108595724624,180.128139582964,427.862022469889,497.411579436012,366.150569996847,341.356349122945,132.931356902904,331.639705329857,421.482104519884,207.317324924732,89.1
1981M05,145.724524894373,213.115720307442,241.703069187541,373.720724682097,397.21733276658,217.724008261196,251.779126250183,178.730159124601,348.210293738036,109.112709464147,215.318797278782,277.767644023123,73.0179682053839,102.207091214686,286.173363815407,144.181772211585,263.353260538035,271.792467077008,249.575023286956,101.337804719578,311.604809191176,109.407823647512,395.78257491301,341.460422489241,342.219716021536,76.9973199506035,71.4349219889963,149.602951888516,258.989966721683,172.352956247922,403.936132276211,494.084411680587,345.924664935322,336.079113741653,136.278760480902,318.724154429513,395.124865803857,197.693209413085,89.7
1981M06,137.243577950346,181.403367647818,234.327608022951,375.656617727983,338.161402177152,191.82547578461,246.476901006037,172.453060907119,340.596686946508,102.998264024562,197.587966820585,282.304315187882,81.6937444874842,99.239840745161,274.136405774605,138.797112726883,246.635135668,259.624700279818,247.231484411128,97.271921947262,381.53821943558,110.426057924568,404.377476421675,330.755947213895,333.732265478893,75.7613013240108,79.9220316008276,145.506015741532,265.525831930557,163.612360182224,397.233762529993,475.025310231119,336.99223693852,335.057900367016,133.324437238856,303.651077430336,360.405334026248,188.097536738452,90.5
1981M07,129.45480091818,196.187202610649,229.710791420393,376.807036335532,412.630699171095,203.407003661842,240.745289208453,168.798483987013,332.622431248725,97.5066313681389,163.225029308931,306.881660623168,76.4625140126098,87.7958842221535,274.275491127516,136.854643218407,257.218791574039,255.111010528202,237.737014836748,94.2703202238773,367.000075282333,116.61636859341,390.987028757521,296.923018491899,327.694384433996,72.0909911994998,74.8044787945945,134.794005129798,259.967178990759,151.393737417314,418.979631061672,455.302835235888,331.858656001406,314.541628900635,135.674562350639,266.449088507447,306.464876912252,170.639245381213,91.5
1981M08,134.540567000062,190.537311260057,227.966783242581,379.235452981998,449.209159014099,208.725458726452,234.387763960745,178.055375797258,312.483144966255,102.543437479055,144.932396722339,319.993757078623,72.6523777639627,84.4854362363416,251.194270899344,132.476259787426,260.653752401857,254.837693875527,235.932070038638,92.6600513927686,392.737875218842,112.634407931221,369.47084730165,304.53921284582,328.480356712461,70.802730048265,71.0774939064763,127.718794924757,242.174950332971,141.278230962439,448.587101378522,451.846089198306,333.661821516456,327.049370733755,148.727145446565,265.130740980072,314.897824447206,173.879321793793,92.2
1981M09,126.537199644475,176.337323008888,229.886548246223,380.87990037701,462.718930825598,209.922676514701,234.11403212893,168.289268878191,296.120823757669,93.6854318814785,159.384723166273,293.111733050697,71.4178370392869,83.0659332648382,226.432416331629,122.009405118021,258.927155318908,251.511219809662,233.651308888963,97.6378822096021,400.25542385456,109.275246420784,357.817053456151,299.540591717691,338.837764399926,69.9484032104314,69.8687613432244,114.497483753327,219.319112919173,143.464099628771,459.336367737073,447.47808189134,332.576760511939,327.513727011575,144.568106822552,284.070664566138,352.057834861413,179.626544982476,93.1
1981M10,123.030774709096,182.40351369455,226.846397374082,385.022202410913,428.775341826816,226.500358313318,236.83827609233,163.630841087035,286.609612449631,94.3349936016739,170.44900922375,275.232626005077,73.8440166147658,86.6013424366116,217.259432831185,113.718611652811,262.623474452654,255.551655140941,232.900822886107,100.042962830116,369.821696687118,107.112586410536,333.231674345165,286.848823090942,343.276314260578,70.789293627488,72.2434757073253,114.129718816218,214.153336645201,153.099187610354,461.906876791685,446.040786125094,326.528880545354,314.87919628128,136.983487526516,279.335994706783,323.010790012861,172.734550636814,93.4
1981M11,116.238249138018,191.376642205484,220.046862383902,388.809410545452,404.115620035133,237.73624894026,232.366912486177,161.638195272904,274.00995240644,93.9327121790655,172.058483835796,254.664072635875,82.5224230267964,95.7484604204379,214.80480528975,110.705687350078,265.654394843501,266.608777878143,231.907642404717,100.641647438184,368.440478782956,104.96345724599,312.120781374513,276.7886207143,349.834245163992,73.0959250514177,80.7331768499585,121.673633441456,218.42285670659,159.199661934687,482.027475153236,444.138693220509,344.262559450258,301.838725318223,134.035881664221,262.647831008731,296.862881045812,162.511350680997,93.8
1981M12,121.119729043162,170.389450876428,218.345803783788,393.04614485734,412.241591454991,233.484379676007,220.783529134087,161.553185811108,256.978056838738,92.4539854899891,168.451525924045,258.05499270186,89.114702295708,110.240745556985,204.213852411077,118.916118007958,261.811257533071,264.827405354207,231.168298167507,99.6012949036565,334.081511991921,104.177730633487,275.506177610322,251.820609728929,347.510208228642,73.7588876869799,87.1818029022419,130.624899852051,215.14359781852,159.214502582173,484.372698550035,442.722735643823,338.222413556947,296.79958629016,129.570082731305,259.733075457693,293.627634932899,162.962994450348,94.1
1982M01,118.853144108912,177.972391025684,219.603943272224,397.341692551827,427.246489615936,236.405926815855,213.697944038394,156.965512815622,264.555164697966,94.9813995476701,189.215131758676,246.342236839151,98.2925234703416,111.562376881713,218.755008682172,121.404139423226,254.934752147206,263.057355113262,230.499491338759,98.0695143016863,407.79219832896,105.528259890692,248.544341722308,253.046670666946,339.732596461262,74.3320567688082,96.161040971248,140.824572081613,216.298828525159,159.488824617157,487.970591504331,431.926080397551,331.517637135377,295.97833591482,124.797134269085,242.524288936434,275.859463821335,150.301412189169,94.4
1982M02,115.757196352983,185.507287203562,218.908260241795,396.082954349445,406.239829026741,253.834868691783,215.961077094188,154.758222624204,263.754770776435,92.5712888625237,173.838728455985,233.033292055078,95.4743588855365,101.514459631514,216.548389961381,122.908417877142,224.142268208718,234.459120258971,223.337589761004,94.4125835899361,439.737713453915,106.870232468338,234.03283094941,244.165368205804,330.295042961726,67.637294576943,94.4953730567485,148.332742174003,207.546451015271,162.59671863132,480.572330531456,430.557782360389,326.256929189629,297.754965935926,125.070579725964,235.456268543746,285.461209728567,145.787631307363,94.7
1982M03,109.534735951402,173.358022936932,218.908260241795,396.082954349445,379.119984179764,237.180026016974,213.02097061483,146.635511430318,265.488511767535,87.1810619160983,169.098939548604,231.362893487276,96.693847993625,99.8107463490585,219.57756330421,121.545274694874,207.696662192139,220.576672348901,216.643368733786,94.1791168195246,432.646845831655,106.197880244535,234.755154501723,243.492061850761,326.183678091293,66.5021608976302,95.1577294608343,156.262479963179,199.479286267342,152.881704459142,386.532762459722,421.197830569945,322.046435511468,301.749719384112,120.054274553141,207.840677536076,248.899845228083,128.757784817553,94.7
